original_idx,news,type,length,category_mlc
1519,"Ireland call up uncapped Campbell Ulster scrum-half Kieran Campbell is one of five uncapped players included in Ireland RBS Six Nations squad. Campbell is joined by Ulster colleagues Roger Wilson and Ronan McCormack along with Connacht Bernard Jackman and Munster Shaun Payne. Gordon D'Arcy is back after injury while Munster flanker Alan Quinlan also returns to international consideration. The squad is selected purely on form. A lot of players put their hands up, coach Eddie O'Sullivan told BBC Sport. Kieran Campbell was just one of those players. He has been playing very well in the Heineken Cup and deserves his call-up. There is big competition in some departments and not so much in others. There were one or two players who were unfortunate just to miss out. Back-row forwards David Wallace and Victor Costello are omitted, with O'Sullivan having Quinlan, Wilson, Simon Easterby, Anthony Foley, Denis Leamy and Johnny O'Connor vying for the three positions. With David Humphreys, Kevin Maggs, Simon Best and Tommy Bowe again included, it is Ulster biggest representation in a training panel for quite some time. Munster and Leinster have 12 and 11 players in the squad respectively while Jackman is the sole Connacht representative. Four British-based players are also included. Ulster forward Ronan McCormack said he was totally shocked to be included. I'm really looking forward to it, said McCormack. I played with guys like Brian O'Driscoll and Denis Hickie back in my school days in Leinster so I do know a few of them although not that well. It will be great to work with them. S Best (Ulster), S Byrne (Leinster), R Corrigan (Leinster), L Cullen (Leinster), S Easterby (Llanelli), A Foley (Munster), J Hayes (Munster), M Horan (Munster), B Jackman (Connacht), D Leamy (Munster), E Miller (Leinster), R McCormack (Ulster), D O'Callaghan (Munster), P O'Connell (Munster), J O'Connor (Wasps), M O'Kelly (Leinster), F Sheahan (Munster), R Wilson (Ulster), A Quinlan (Munster). T Bowe (Ulster), K Campbell (Ulster), G D'Arcy (Ulster), G Dempsey (Leinster), G Duffy (Harlequins), G Easterby (Leinster), D Hickie (Leinster), A Horgan (Munster), S Horgan (Leinster), D Humphreys (Ulster), K Maggs (Ulster), G Murphy (Leicester), B O'Driscoll, (Leinster), R O'Gara (Munster), S Payne (Munster), P Stringer (Munster). K Gleeson (Leinster), T Howe (Ulster), J Kelly (Munster), N McMillan (Ulster).",sport,379,misc.forsale
1521,"Moya suffers shock loss Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday. Moya began the year with victory at the Chennai Open but looked out of sorts from the start in the Melbourne heat. Garcia-Lopez, ranked 106 in the world, dominated from the outset and withstood a third-set rally from Moya to hang on for a 7-5 6-3 3-6 6-3 victory. The 21-year-old plays Kevin Kim or Lee Hyuung-Taik in the second round. Garcia-Lopez was delighted with the victory in only his third ever Grand Slam match. I think this was the most important win of my life as Carlos is one of the best players in the world, he said. This has given me a lot of confidence. Now I feel I can beat all these players. Moya said: I was playing well before I came here. It was the perfect preparation but something was wrong today. Four-time champion Andre Agassi began what could be his last Australian Open with a convincing win over German qualifier Dieter Kindlmann. The 34-year-old American, who had been struggling with a hip injury earlier in the week, stormed to a 6-4 6-3 6-0 win. Agassi will play France Olivier Patience or Germany Rainer Schuettler - the man he beat in the 2003 final - in the next round. No one was more concerned (about the injury) than myself, said eighth seed Agassi. I'd worked hard to be down here and ready. But the last few days, I've pushed through the injury and it seemed to do pretty good. In other matches, world junior champion Gael Monfils made use of his wild card with a magnificent 1-6 6-3 6-4 7-6 (8-6) win over American Robby Ginepri. The 2002 champion Thomas Johansson fought back to beat Peter Luczak 7-6 (7-5) 4-6 6-3 4-6 6-0, and French Open champion Gaston Gaudio beat Justin Gimelstob 7-6 (7-3) 6-4 6-3. Seeds Dominik Hrbaty, Ivan Ljubicic and Mario Ancic made comfortable progress, but former French Open champion Albert Costa lost to Bjorn Phau.",sport,352,misc.forsale
1522,"2004: An Irish Athletics Year 2004 won't be remembered as one of Irish athletics' great years. The year began with that optimism which invariably and unaccountably, seems to herald an upcoming Olympiad. But come late August, a few hot days in the magnificent stadium in Athens told us of the true strength of Irish athletics - or to be more accurate, the lack of it. Sonia O'Sullivan Olympic farewell apart, there was little to stir the emotions of Irish athletics watchers. But after the disastrous build-up to the games, we shouldn't have been surprised. At the start of the year, an O'Sullivan had been earmarked as Ireland best medal prospect but as it turned out, walker Gillian never even made it to the start line because of injury. Less than a week before the Olympics, the sport was rocked by news that 10,000m hope Cathal Lombard had tested for the banned substance EPO. Lombard shattering of Mark Carroll national 10,000m record in April had already set tongues wagging but even the most cynical of observers, were surprised when he was rumbled after an Irish Sports Council sting operation. The Corkman quickly held his hands up in admission and was promptly handed a two-year ban from the sport. Back at pre-Olympic ranch in Greece, it must have seemed that things couldn't have got any worse but they very nearly did with walker Jamie Costin lucky to escape with his life after being involved in a car crash near Athens. Once the track and field action began in Athens, a familiar pattern of underachievement emerged although Alistair Cragg performance in being the only athlete from a European nation to qualify for the 5,000m final did offer hope for the future. Our beloved Sonia scraped into the women 5K final as a fastest loser and for a couple of days, the country attempted to delude itself into believing that she might be in the medal shake-up. As it happened, she went out the back door early in the final although there was nothing undignified about the way that she insisted on finishing the race over a minute behind winner Meseret Defar. It later transpired that Sonia had been suffering from a stomach bug in the 48 hours before the final although typically, the Cobhwoman played down the effects of the illness. Amazingly, she was back in action a couple of weeks later when beating a world-class field at the Flora Lite 5K road race in London and while her major championship days may be over, it unlikely that we have seen the last of her in competition. At least Sonia managed to make it to Athens. At the start of the year, several Northern Ireland athletes had genuine hopes of qualifying for the Games but come August, an out-of-form and injured Paul Brizzel was the lone standard bearer for the province. The Ballymena man gave it a lash but his achilles problem, and a bad lane draw, meant a time of 21.00 and an early exit. James McIlroy, Gareth Turnbull, Zoe Brown and Paul McKee all had to be content with watching the Athens action on their television screens. 800m hope McIlroy never got near his best during the summer and a fourth place in the British trials effectively ended his hopes of making the plane. The injury-plagued Turnbull gamely travelled round Europe in search of the 1500m qualifying mark but 3:39 was the best he could achieve, after missing several months training during the previous winter. A lingering hamstring probem and a virus wrecked McKee Athens ambitions and both he and Turnbull deserve a slice of better fortune in 2005. Pole vaulter Brown had hoped for a vote of confidence from the British selectors after she had achieved the Athens B standard but the call never came. As the summer ended, stalwarts Catherina McKiernan and Dermot Donnelly hung up their competitive spikes. McKiernan had to candidly acknowledge that time had crept up on her after several injury-ravaged years. Donnelly and his Annadale Striders team-mates later suffered tragedy when their friend and clubman Andy Campbell was found dead at his home on 18 December. A large turnout of athletics-loving folk turned out in west Belfast to offer their respects to the Campbell family and Andy many friends. As only death can, it put the year athletics happenings in a sharp perspective.",sport,728,misc.forsale
1524,"Scotland v Italy (Sat) Murrayfield, Edinburgh Saturday, 26 February 1400 GMT BBC1, Five Live and this website Victory for the Azzurri in Rome last year saw Scotland end their campaign without a victory. And the pressure is on Scotland coach Matt Williams as he seeks a first Six Nations victory at the eighth attempt. Italy have lost both their opening games at home to Ireland and Wales, but travel to Edinburgh with high hopes. Their coach John Kirwan has warned his side they must eradicate the errors that blighted their loss to Wales however or risk suffering a third successive defeat. If the defeat against Wales has taught us anything, it that at this level we can't make any mistakes, Kirwan said. In the Six Nations, every error you make will come at a high price. We have to be aggressive for 80 minutes, keep calm in every situation and display great maturity on the pitch. It will be fundamental to keep cool in the difficult moments - in the key situations of the game. Kirwan has recalled the experienced Cristian Stoica at centre and drafted in David dal Maso at open-side after star flanker Mauro Bergamasco was ruled out for the rest of the tournament. Scotland have also made two changes, Simon Webster replacing Simon Danielli on the wing and Simon Taylor returning for his first Test in a year, for injured flanker Jason White. Taylor recovery from a serious knee injury is a major boost to Scottish hopes. He is one of the world-class players in the tournament and you want them in your team, acknowledged Williams. Despite a record of only two victories from 14 Tests, Williams insists he is revelling in the pressure. I actually really enjoy seeing how you cope with such pressure as a coach, he said, optimistic despite opening defeats to France and Ireland. We were confident for those two first games and we are confident we can beat Italy too, he added. : C Paterson; S Webster, A Craig, H Southwell, S Lamont; D Parks, C Cusiter; T Smith, G Bulloch (capt), G Kerr; S Grimes, S Murray; S Taylor, J Petrie, A Hogg. R Russell, B Douglas, N Hines, J Dunbar, M Blair, G Ross, B Hinshelwood. R de Marigny; Mirco Bergamasco, C Stoica, A Masi, L Nitoglia; L Orquera, A Troncon; A Lo Cicero, F Ongaro, M Castrogiovanni; S Dellape, M Bortolami (capt); A Persico, D Dal Maso, S Parisse. G Intoppa, S Perugini, CA del Fava, S Orlando, P Griffen, R Pedrazzi, KP Robertson.",sport,425,misc.forsale
1526,"Robben and Cole earn Chelsea win Cheslea salvaged a win against a battling Portsmouth side just as it looked like the Premiership leaders would have to settle for a point. Arjen Robben curled in a late deflected left-footed shot from the right side of Pompey box to break the home side brave resistance. Chelsea had been continually frustrated but Joe Cole added a second with a 20-yard shot in injury-time. Nigel Quashie had Pompey best chance when his effort was tipped over. The Fratton Park crowd were in good voice as usual and, even though Portsmouth more than held their own, Chelsea still managed to carve out two early chances. Striker Didier Drogba snapped in an angled shot to force home keeper Shaka Hislop into a smart save while an unmarked Frank Lampard had a strike blocked by Arjan De Zeeuw. But Pompey chased, harried and unsettled a Chelsea side as the south-coast side started to gain the upper hand and almost took the lead through Quashie. The midfielder struck a swerving long range shot which keeper Petr Cech tipped over at full stretch. Pompey stretched Arsenal to the limit recently and were providing a similarly tough obstacle to overcome for a Chelsea team struggling to exert any pressure. Velimir Zajec players stood firm as the visitors came out in lively fashion after the break but, just as they took a stranglehold of the match, the visitors launched a counter-attack. Drogba spun to get a sight of goal and struck a fierce shot which rocked keeper Hislop back as he blocked before Arjan de Zeeuw cleared the danger. The home side were also left breathing a sigh of relief when a Glen Johnson header fell to Gudjohnsen who had his back to goal in a crowded Pompey goalmouth. The Icelandic forward tried to acrobatically direct the ball into goal but put his effort over. But, just like against Arsenal, Portsmouth let in a late goal when Robben shot took a deflection off Matthew Taylor on its way past a wrong-footed Hislop. And Cole put a bit of gloss on a hard-fought win when he put a low shot into the bottom of the Pompey net. Hislop, Griffin, Primus, De Zeeuw, Taylor, Stone (Cisse 76), Quashie (Berkovic 83), Faye, O'Neil, Kamara (Fuller 65), Yakubu. Subs Not Used: Berger, Ashdown. Kamara. Cech, Paulo Ferreira, Gallas, Terry, Johnson, Duff, Makelele, Smertin (Cole 73), Lampard, Robben (Geremi 81), Drogba (Gudjohnsen 58). Subs Not Used: Cudicini, Bridge. Paulo Ferreira, Robben, Lampard. Robben 79, Cole 90. 20,210 A Wiley (Staffordshire).",sport,424,misc.forsale
1531,"Parry relishes Anfield challenge BBC Sport reflects on the future for Liverpool after our exclusive interview with chief executive Rick Parry. Chief executive Parry is the man at the helm as Liverpool reach the most crucial point in their recent history. Parry has to deliver a new 60,000-seat stadium in Stanley Park by 2007 amid claims of costs spiralling above £120m. He is also searching for an investment package of a size and stature that will restore Liverpool to their place at European football top table. But it is a challenge that appears to sit easily with Parry, who has forged a reputation as one of football most respected administrators since his days at the fledgling Premier League. Liverpool have not won the championship since 1990, a fact that causes deep discomfort inside Anfield as they attempt to muscle in on the top three of Chelsea, Manchester United and Arsenal. Throw in the small matter of warding off every top club in world football as they eye captain Steven Gerrard, and you can see Parry is a man with a lot on his plate. But in the comfort of a conference room deep inside Liverpool heartbeat - The Kop end - Parry spoke to us with brutal honesty about the crucial months ahead. He only dodged one question - when asked to reveal the name of the mystery investor currently courting Liverpool, a polite smile deflected the inquiry. But to his credit, he met everything else head on in measured tones that underscore the belief that Liverpool still mean business. By business he means becoming title challengers again, and locking the pieces together that will help return the trophy to Liverpool is Parry mission. Parry has already successfully put one of those planks in place in the form of new manager Rafael Benitez. And his enthusiasm for the Spaniard personality and methods is an indication of his clear feeling that he has struck gold. Benitez early work has given Parry renewed optimism about the years ahead. But it remains a massive task at a club with a unique history and expectations. This will not come as news to Parry, a lifelong Liverpool supporter, but his quiet determination suggests he is no mood to be found wanting... Captain Gerrard is central to Liverpool plans and Parry insistence that all offers will be refused is a firm statement of intent. As ever, the player will have the final say, and Parry acknowledges that, but he is determined to provide the framework and environment for Liverpool and Gerrard to flourish. In terms of the search for new investment, Hawkpoint were appointed as advisors to flush out interest in March 2004. Thailand Prime Minister Thaksin Shiniwatra came and went, while the most serious statement of intent came from tycoon and lifelong fan Steve Morgan. Morgan had a succession of bids rejected, having come close in the summer only for talks to break down over potential costs for the new stadium. BBC Sport understands Morgan is still ready and willing to invest in Liverpool, and Parry has kept the door ajar despite currently seeking investment elsewhere. Morgan, however, has had no formal contact with Liverpool or their advisors since last December, blaming indecision at board level as he publicly withdrew his £70m offer. He was also convinced his interest was being used to lure in others, so any new approach would now have to come from Liverpool. Morgan will certainly not be making another call. So speculation continues about the new benefactor, with trails leading to the Middle East and America, but all met with an understandable veil of secrecy from Anfield. Parry meanwhile sees the new ground as crucial to Liverpool future, but is refusing to become emotionally attached to the idea. He is determined the ground will only be built on an affordable basis and will not make future Liverpool management hostages to the new stadium. Parry will pull back the moment the figures do not stack up, but there has been a vital new development in North London that has re-shaped Liverpool thinking. Liverpool have publicly refused to entertain the idea of stadium sponsorship and potential naming rights - but the realism of Arsenal stunning £100m deal for their new Emirates Stadium at Ashburton has changed the landscape. Parry labelled the deal an eye-opener and admits Liverpool would be missing a trick not to explore the possibilities. He knows some traditionalist Liverpool fans will reel at any attempt to call the new stadium anything other than just 'Anfield', but the maths of modern-day football decree that multi-millions for stadium and team could ease the pain. I would take £50m if we had no investment, but if we did, keep him. As for the stadium, if it gets us cash what difference does it make really? £50m for Gerrard? I don't care who you are, the Directors would take the money and it is the way it should be. We cannot let that sum of money go, despite Gerrard quality. Through a cleverly worded statement, the club has effectively forced Gerrard to publicly make the decision for himself, which I think is the right thing to do. Critical time for Liverpool with regards to Gerrard. Ideally we would want to secure his future to the club for the long term. I am hoping he doesn't walk out of the club like Michael Owen did for very little cash. £50m realistically would allow Rafa to completely rebuild the squad, however, if we can afford to do this AND keep Gerrard we will be better for it. I would however be happy with Gerrard transfer for any fee over £35m. Parry statements are clever in that any future Gerrard transfer cannot be construed as a lack of ambition by the club to not try and keep their best players. Upping the ante is another smart move by Parry. I would keep Gerrard. No amount of money could replace his obvious love of the club and determination to succeed. The key is if Gerrard comes out and says that he is happy. Clearly, if he isn't, then we would be foolish not to sell. The worrying thing is who would you buy (or who would come) pending possible non-Champions League football.",sport,1045,misc.forsale
1533,"Connors' rallying cry for British tennis Do you have it in your heart? How much guts do you have? How much do you hate to lose? These are the questions Jimmy Connors will be asking of Britain brightest tennis hopes in the months, and possibly years, to come. The American legend swept into London on Thursday to announce a long-term relationship with the Lawn Tennis Association after spending three days at the Elite Performance winter camp in La Manga. And the man who epitomised the phrase 'will to win' before Lleyton Hewitt was even born is clear about the qualities he hopes to convey. You know, everybody hits the ball well and there a very fine line between number one and number 100, said Connors. I was that fine line for a long time. But if I can help, I want to be part of teaching kids how to win. Connors is not the first great name to offer his services to the LTA - his long-time rival John McEnroe has repeatedly done the same. But Connors is at pains to point out that his interest goes well beyond any publicity stunt, and he gave a glowing recommendation to the work of LTA performance director David Felgate and his team. Britain has a different attitude, the right attitude, in taking the game forward and finding the next Wimbledon champion, said Connors. That something you don't find every day. Everybody talks a good game but not everybody puts that into effect. The impression I came away with after just seeing David and the other coaches for three days was one like I've never seen before, especially over here. This is not going to happen overnight, there are no miracle workers, but you're going in the right direction. The 52-year-old enthusiasm for the work going on in this country is in marked contrast to his relationship with tennis officials back in America. I've had discussions with the USTA (United States Tennis Association) over a number of years, he said. That where it (my input) ended. Connors is a straight-talker and will be equally blunt and honest in his dealings with the LTA and the cream of Britain young players. If they're chosen, they've got to produce, he said. If not, someone will come and take their place. There only one number one spot and it lonely up there, but it got the best view. In the year that has seen Andrew Murray emerge as Britain great new hope, Connors rejected suggestions that the Scot might be put under too much pressure too soon. Tim Henman has a whole country on his shoulder, said Connors. I don't know that pressure, but if you like that it can be a certain push to get on to the next level. Someone going to have to come and take over from him (Henman). If I was Andrew Murray, I'd embrace that. That what we play for. Despite the emphasis on hard work, training and preparation, Connors does admit that the desire required of a champion has to come from within. The passion I had, I don't know if you can find that, he admitted. I was also nuts. I say that because there was nothing better for me than to compete on the tennis court. It was the most important thing in the world for me, and to do that something got to be not right with you. There was nothing better for me ever than to play tennis in front of 25,000 people. What I had when I played tennis is what I am. You have to have that, you can't be moulded.",sport,608,misc.forsale
1539,"Parker misses England clash Tom Shanklin will start in the centre for Wales against England in Cardiff on Saturday after Sonny Parker failed to recover from a trapped neck nerve. Shanklin was first-choice wing in the autumn Tests, but prefers centre and will face England debutant Mathew Tait. Dragons three-quarter Hal Luscombe takes Shanklin wing berth. Up front, Mefin Davies plays at hooker, open-side Martyn Williams is fit to start and lock Rob Sidoli replaces veteran Gareth Llewellyn. Davies wins the vote ahead of Robin McBryde, who sits on the bench having recently returned to action for the Scarlets following a neck injury. Sidoli is back for the first time since last season Six Nations, the Blues second row back to form after a niggling groin problem. Williams, Sidoli team-mate at Cardiff, is set to win his 50th cap, replacing the injured Colin Charvis after making a quicker-than-expected recovery from a neck disc problem. Initially when I had the diagnosis it was a case of trying to get fit for the Italy game next week, but fortunately my recovery has been a lot quicker than we all hoped, Williams told BBC Sport Wales. I haven't started a game since 1 January and would have preferred to have a couple of games in the lead-up to this, but the good thing with the injury is that I have kept up my fitness levels. I feel quite fresh and I just can't wait to play again. Williams says he expects a torrid time from an England loose-forward trio of Lewis Moody, Joe Worsley and Andy Hazell. They are three top-class players, especially Worsley and Moody. They have been there and done it, Williams added. They were back-ups behind Richard Hill, Neil Back and Lawrence Dallaglio, but now they have come forward and proved what good players they are - there are no weaknesses there. Luscombe gets the nod on the wing ahead of Dragons team-mate Kevin Morgan, who wins a place on the bench alongside uncapped Blues prop John Yapp. G Thomas (Toulouse (capt); H Luscombe (Dragons), T Shanklin (Blues), G Henson (Ospreys), S Williams (Ospreys); S Jones (Clermont Auvergne), D Peel (Scarlets); G Jenkins (Blues), M Davies (Gloucester), A Jones (Ospreys), B Cockbain (Ospreys), R Sidoli (Blues), D Jones (Scarlets), M Williams (Blues), M Owen (Dragons). R McBryde (Scarlets), J Yapp (Blues), J Thomas (Ospreys), R Jones (Ospreys), G Cooper (Dragons), C Sweeney (Dragons), K Morgan (Dragons).",sport,406,misc.forsale
1540,"Ruddock backs Yapp credentials Wales coach Mike Ruddock says John Yapp has what it takes as an international. The 21-year-old Blues prop is the only uncapped player in Wales' Six Nations squad, gaining a chance in the absence of Ospreys loose-head Duncan Jones. John is a young man with a big future. He has been playing with the Blues for two years and has racked up mileage on his playing clock, said Ruddock. He has international size, is a big, physical lad and a good ball-carrier with a high tackle-count. Ruddock assessment was backed up by Yapp coach at the Blues, former Wales and Lions prop Dai Young. John been on an upward curve all season and is going from strength to strength, Young told BBC Sport Wales. His ball carrying gives us good go-forward, he impresses in defence and his work-rate is excellent. He working hard on his scrummaging technique, which he is keen to improve to become a destroyer on the loose-head. To be fair to him he not quite there with the scrummaging yet, but nobody can fault his effort, commitment and attitude. John a very strong man and is eager for the challenge, if he pitched in he won't let anyone down. He developing quickly, but I hope he isn't pushed too quickly in a way that would hurt his development. Ruddock hopes that the selection of Yapp and Dragons lock Ian Gough - out of the international reckoning since falling out with former coach Steve Hansen - will send a message to other players in Wales. John and Ian have been rewarded for impressing during the Heineken Cup competition, said Ruddock. Both of them have played well, and we want to send a message out that consistently playing well gets you in the squad. We believe this is an exciting squad representing traditional values of Welsh rugby, and based on the performances in the November internationals. We have strength and experience up front, and well-recognised talent, pace and skill behind. The management team just want to get hold of the players and get out on the training pitch at the moment. They are all due in on Sunday, and that when the hard work starts.",sport,370,misc.forsale
1543,"Dundee Utd 4-1 Aberdeen Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen. Alan Archibald prodded United ahead in 19 minutes and James Grady made it two from close range 10 minutes later. Richie Byrne header gave Aberdeen a way back into the game, but Stevie Crawford restored United lead from 18 yards before half time. The scoring was completed by Grady just after the break - a superb shot on the turn making it 4-1. Tony Bullock in the United goal was called into action for the first time with just over a quarter-of-an-hour on the clock. Noel Whelan laid the ball off to Jamie Winter on the edge of the box, but his first-time effort was gathered by the United keeper. Moments later though, the home side took the lead. Barry Robson whipped in a free kick from the right, which Stevie Crawford caught on the volley. Russell Anderson failed to deal with it and Whelan clearance off the line landed kindly at the feet of Archibald, who poked the ball into the net. United doubled their lead after 29 minutes when Grady tapped the ball into an empty net after Robson had headed Mark Wilson cross off the angle of post and bar. But only three minutes later Aberdeen clawed their way back into the match. A free kick from the left by Winter was met powerfully by the head of Byrne at the back post, leaving Bullock helpless. United restored their two-goal lead four minutes before the end of a highly entertaining first half. Jason Scotland played a perfectly-weighted pass into the path of the onrushing Crawford and he coolly beat Ryan Esson from 18 yards. United ended the game as a contest just two minutes after the interval. Grady received a pass from Crawford with his back to goal on the edge of the box and after taking one touch, he spun to volley the ball past the despairing dive of Esson. The home side were in complete control and it required a good stop from Esson to keep out Robson drive after 62 minutes. The keeper denied the same player again 10 minutes later, beating away his fierce shot from the left of the penalty area. Robson saw another long-range effort tipped round the post before a cute lob was headed off the line. Bullock, Duff, Wilson, Ritchie, Archibald, Scotland (Samuel 63), Brebner, Kerr (Cameron 87), Robson, Crawford, Grady. Colgan, Dodds, Kenneth. Brebner. Archibald 19, Grady 29, Crawford 41, Grady 47. Esson, Hart, Anderson, Diamond, Byrne (Morrison 75), McNaughton, Heikkinen (Foster 27), Winter, Clark (Stewart 51), Mackie, Whelan. Blanchard, McGuire. : Anderson, Diamond. Byrne 33. 8,661 K Clark",sport,451,misc.forsale
1554,"Wilkinson to lead England Fly-half Jonny Wilkinson has been named as England new rugby union captain for the three November Tests. The 25-year-old Newcastle star takes over from Lawrence Dallaglio, who retired from internationals in August. England acting head coach Andy Robinson said: He is a natural leader, holds the respect of the squad and is a formidable talent on the pitch. And he consistently demonstrates the energy and commitment I feel is essential to be captain of England. Robinson added: There are several players in the squad I would feel comfortable in calling upon to be England captain but for me Jonny is in every way the right player to take on this challenge. Captaincy offers a challenging environment for any player, especially following in the footsteps of Lawrence Dallaglio and before him the World Cup captain, Martin Johnson. But I am confident Jonny has what it takes to do an outstanding job as we look ahead towards the next Rugby World Cup in France and I look forward to working with him. Wilkinson, who has scored 817 points in 52 internationals, kicked the winning drop-goal in the final seconds of extra-time in England 2003 Rugby World Cup triumph against Australia. But he then missed the entire 2004 Six Nations campaign while recuperating from shoulder surgery, before making his comeback for Newcastle in the Zurich Premiership in August. It the ambition of so many players to one day be captain of England and today I have realised a dream, he said. I'm honoured Andy wants me to be his captain, and to follow Lawrence and Martin means a lot to me as they are inspirational men who have given so much to England rugby over many years. Getting my first England cap against Ireland six years ago was something I'll never forget because to play for your country is very special. Taking on the captaincy is another important step in my career and I do so with immense pride. Wilkinson made his international debut in the 1998 Six Nations Championship against Ireland when he came off the bench to replace Paul Grayson. He has been a regular in the England starting line-up ever since, played in all three Lions Tests in 2001 and all but one of England games in the 2003 World Cup. He becomes the 117th captain of England since Fred Stokes held the position in 1871. England first autumn Test is against Canada on 13 November, followed by the visit of Tri-Nations champions South Africa a week later and then a World Cup re-match with Australia.",sport,430,misc.forsale
1559,"Greene sets sights on world title Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer. He had to settle for bronze in Greece behind fellow American Justin Gatlin and Francis Obikwelu of Portugal. It really hurts to look at that medal. It was my mistake. I lost because of the things I did, said Greene, who races in Birmingham on Friday. It never going to happen again. My goal - I'm going to win the worlds. Greene crossed the line just 0.02 seconds behind Gatlin, who won in 9.87 seconds in one of the closest and fastest sprints of all time. But Greene believes he lost the race and his title in the semi-finals. In my semi-final race, I should have won the race but I was conserving energy. That when Francis Obikwelu came up and I took third because I didn't know he was there. I believe that what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race. I just felt like I was running all alone. I believe if I was in the middle of the race I would have been able to react to people that came ahead of me. Greene was also denied Olympic gold in the 4x100m men relay when he could not catch Britain Mark Lewis-Francis on the final leg. The Kansas star is set to go head-to-head with Lewis-Francis again at Friday Norwich Union Grand Prix. The pair contest the 60m, the distance over which Greene currently holds the world record of 6.39 seconds. He then has another indoor meeting in France before resuming training for the outdoor season and the task of recapturing his world title in Helsinki in August. Greene believes Gatlin will again prove the biggest threat to his ambitions in Finland. But he also admits he faces more than one rival for the world crown. There always someone else coming. I think when I was coming up I would say there was me and Ato (Boldon) in the young crowd, Greene said. Now you've got about five or six young guys coming up at the same time.",sport,377,misc.forsale
1561,"Rangers seal Old Firm win Goals from Gregory Vignal and Nacho Novo gave Rangers a scrappy victory at Celtic Park that moves them three points clear of the champions. Rangers had rarely threatened until Celtic goalkeeper Rab Douglas let defender Vignal 25-yard drive slip through his grasp and into the net. Opposite number Ronald Waterreus had been Rangers' hero, saving superbly from Craig Bellamy and John Hartson. Striker Novo secured victory, lobbing Douglas with eight minutes remaining. It ended Celtic 11-game unbeaten run at home in Old Firm derbies and gave Rangers manager Alex McLeish his first victory at the home of his Glasgow rivals. Celtic had won their last six meetings on their home pitch, including twice already this season. They started confidently, with new signing Bellamy, on loan from Newcastle United, given his Celtic debut up front with Wales international colleague John Hartson and Chris Sutton dropping into midfield. It took Bellamy just four minutes to threaten, taking on Marvin Andrews before delivering a low drive that was held by Waterreus at the second attempt. He had an even better chance after Hartson dispossesed Sotiris Kyrgiakos and sent his strike partner clear with only the goalkeeper to beat. But Waterreus did well to beat away Bellamy disappointing low drive from 16 yards. Waterreus came to the rescue again when the ball fell to Hartson just inside the box and the Dutch goalkeeper made a brave block. It was an Old Firm return for Barry Ferguson as McLeish stuck by the side that thumped four goals past Hibernian. But Rangers found Celtic harder to break down and Douglas was not threatened until 10 minutes after the break. Dado Prso turned inside Neil Lennon only for the Celtic goalkeeper to beat away his powerful 18-yard drive. A great defensive header by Andrews prevented Hartson pouncing from five yards out. Hartson foxed Vignal at the edge of the Rangers box, but the striker shot on the turn was again beaten away by Waterreus. Rangers were beginning to dominate the midfield and Vignal, collecting a knock back from Fernando Ricksen, broke the deadlock, Douglas somehow letting the Frenchman dipping drive slip through his grasp. Novo pounced on a moments' hesitation in the Celtic defence to latch on to a long ball from Ricksen and lob the ball over the advancing Douglas. Ricksen appeared to be hit by a coin, but it could not prevent Rangers' celebrations at the final whistle. : Douglas, McNamara, Balde, Varga, Laursen, Petrov, Lennon, Sutton, Thompson, Bellamy, Hartson. Subs: Marshall, Henchoz, Juninho Paulista, Lambert, Maloney, Wallace, McGeady. : Waterreus, Hutton, Kyrgiakos, Andrews, Ball, Buffel, Ferguson, Ricksen, Vignal, Prso, Novo. Subs: McGregor, Namouchi, Burke, Alex Rae, Malcolm, Thompson, Lovenkrands. : M McCurry",sport,453,misc.forsale
